url,line,initial,name
https://ja.wikipedia.org/wiki/%E7%B6%BE%E8%BE%BB%E8%A1%8C%E4%BA%BA,あ,あ,綾辻行人
https://ja.wikipedia.org/wiki/%E9%AE%8E%E5%B7%9D%E5%93%B2%E4%B9%9F,あ,あ,鮎川哲也
https://ja.wikipedia.org/wiki/%E6%96%B0%E4%BA%95%E5%85%8B%E6%98%8C,あ,あ,新井克昌
https://ja.wikipedia.org/wiki/%E6%96%B0%E4%BA%95%E7%B4%80%E4%B8%80,あ,あ,新井紀一
https://ja.wikipedia.org/wiki/%E6%96%B0%E4%BA%95%E6%BA%80,あ,あ,新井満
https://ja.wikipedia.org/wiki/%E6%96%B0%E4%BA%95%E7%B4%A0%E5%AD%90,あ,あ,新井素子
https://ja.wikipedia.org/wiki/%E6%96%B0%E6%9C%A8%E4%BC%B8,あ,あ,新木伸
https://ja.wikipedia.org/wiki/%E5%B5%90%E5%B1%B1%E5%85%89%E4%B8%89%E9%83%8E,あ,あ,嵐山光三郎
https://ja.wikipedia.org/wiki/%E8%8D%92%E5%B7%BB%E7%BE%A9%E9%9B%84,あ,あ,荒巻義雄
https://ja.wikipedia.org/wiki/%E8%8D%92%E4%BF%A3%E5%AE%8F,あ,あ,荒俣宏
https://ja.wikipedia.org/wiki/%E8%8D%92%E5%B1%B1%E5%BE%B9,あ,あ,荒山徹
https://ja.wikipedia.org/wiki/%E6%9C%89%E6%98%8E%E5%A4%8F%E5%A4%AB,あ,あ,有明夏夫
https://ja.wikipedia.org/wiki/%E6%9C%89%E5%B7%9D%E6%B5%A9,あ,あ,有川浩
https://ja.wikipedia.org/wiki/%E6%9C%89%E6%B2%A2%E3%81%BE%E3%81%BF%E3%81%9A,あ,あ,有沢まみず
https://ja.wikipedia.org/wiki/%E6%9C%89%E5%B3%B6%E6%AD%A6%E9%83%8E,あ,あ,有島武郎
https://ja.wikipedia.org/wiki/%E6%9C%89%E6%A0%96%E5%B7%9D%E6%9C%89%E6%A0%96,あ,あ,有栖川有栖
https://ja.wikipedia.org/wiki/%E6%9C%89%E9%A6%AC%E9%A0%BC%E7%BE%A9,あ,あ,有馬頼義
https://ja.wikipedia.org/wiki/%E6%9C%89%E5%90%89%E4%BD%90%E5%92%8C%E5%AD%90,あ,あ,有吉佐和子
https://ja.wikipedia.org/wiki/%E6%9C%89%E5%90%89%E7%8E%89%E9%9D%92,あ,あ,有吉玉青
https://ja.wikipedia.org/wiki/%E5%AE%89%E6%88%BF%E7%9B%B4%E5%AD%90,あ,あ,安房直子
https://ja.wikipedia.org/wiki/%E6%B3%A1%E5%9D%82%E5%A6%BB%E5%A4%AB,あ,あ,泡坂妻夫
https://ja.wikipedia.org/wiki/%E6%B7%A1%E5%B3%B6%E5%AF%92%E6%9C%88,あ,あ,淡島寒月
https://ja.wikipedia.org/wiki/%E5%AE%89%E8%A5%BF%E7%AF%A4%E5%AD%90,あ,あ,安西篤子
https://ja.wikipedia.org/wiki/%E5%BA%B5%E7%94%B0%E5%AE%9A%E5%A4%8F,あ,あ,庵田定夏
https://ja.wikipedia.org/wiki/%E5%AE%89%E6%9D%B1%E8%83%BD%E6%98%8E,あ,あ,安東能明
https://ja.wikipedia.org/wiki/%E4%BC%8A%E4%BA%95%E7%9B%B4%E8%A1%8C,あ,い,伊井直行
https://ja.wikipedia.org/wiki/%E9%A3%AF%E5%B0%BE%E6%86%B2%E5%A3%AB,あ,い,飯尾憲士
https://ja.wikipedia.org/wiki/%E9%A3%AF%E5%B6%8B%E5%92%8C%E4%B8%80,あ,い,飯嶋和一
https://ja.wikipedia.org/wiki/%E9%A3%AF%E9%87%8E%E6%96%87%E5%BD%A6,あ,い,飯野文彦
https://ja.wikipedia.org/wiki/%E5%AE%B6%E7%94%B0%E8%8D%98%E5%AD%90,あ,い,家田荘子
https://ja.wikipedia.org/wiki/%E4%BA%94%E5%8D%81%E5%B5%90%E8%B2%B4%E4%B9%85,あ,い,五十嵐貴久
https://ja.wikipedia.org/wiki/%E7%94%9F%E5%B3%B6%E6%B2%BB%E9%83%8E,あ,い,生島治郎
https://ja.wikipedia.org/wiki/%E5%B9%BE%E7%80%AC%E5%8B%9D%E5%BD%AC,あ,い,幾瀬勝彬
https://ja.wikipedia.org/wiki/%E6%B1%A0%E4%BA%95%E6%88%B8%E6%BD%A4,あ,い,池井戸潤
https://ja.wikipedia.org/wiki/%E7%94%9F%E5%9E%A3%E7%9C%9F%E5%A4%AA%E9%83%8E,あ,い,生垣真太郎
https://ja.wikipedia.org/wiki/%E6%B1%A0%E4%B8%8A%E6%B0%B8%E4%B8%80,あ,い,池上永一
https://ja.wikipedia.org/wiki/%E6%B1%A0%E6%BE%A4%E5%A4%8F%E6%A8%B9,あ,い,池澤夏樹
https://ja.wikipedia.org/wiki/%E6%B1%A0%E7%94%B0%E6%BA%80%E5%AF%BF%E5%A4%AB,あ,い,池田満寿夫
https://ja.wikipedia.org/wiki/%E6%B1%A0%E6%B0%B8%E9%99%BD,あ,い,池永陽
https://ja.wikipedia.org/wiki/%E6%B1%A0%E6%B3%A2%E6%AD%A3%E5%A4%AA%E9%83%8E,あ,い,池波正太郎
https://ja.wikipedia.org/wiki/%E6%B1%A0%E5%AE%AE%E5%BD%B0%E4%B8%80%E9%83%8E,あ,い,池宮彰一郎
https://ja.wikipedia.org/wiki/%E4%BC%8A%E5%9D%82%E5%B9%B8%E5%A4%AA%E9%83%8E,あ,い,伊坂幸太郎
https://ja.wikipedia.org/wiki/%E4%BA%95%E6%B2%A2%E5%85%83%E5%BD%A6,あ,い,井沢元彦
https://ja.wikipedia.org/wiki/%E7%9F%B3%E4%BA%95%E5%85%89%E5%A4%AA,あ,い,石井光太
https://ja.wikipedia.org/wiki/%E3%81%84%E3%81%97%E3%81%84%E3%81%97%E3%82%93%E3%81%98,あ,い,いしいしんじ
https://ja.wikipedia.org/wiki/%E7%9F%B3%E4%B8%8A%E7%8E%84%E4%B8%80%E9%83%8E,あ,い,石上玄一郎
https://ja.wikipedia.org/wiki/%E7%9F%B3%E5%B7%9D%E8%8B%B1%E8%BC%94,あ,い,石川英輔
https://ja.wikipedia.org/wiki/%E7%9F%B3%E5%B7%9D%E6%B7%B3,あ,い,石川淳
https://ja.wikipedia.org/wiki/%E7%9F%B3%E5%B7%9D%E7%9C%9F%E4%BB%8B,あ,い,石川真介
https://ja.wikipedia.org/wiki/%E7%9F%B3%E5%B7%9D%E5%96%AC%E5%8F%B8,あ,い,石川喬司
https://ja.wikipedia.org/wiki/%E7%9F%B3%E5%B7%9D%E9%81%94%E4%B8%89,あ,い,石川達三
https://ja.wikipedia.org/wiki/%E7%9F%B3%E5%B7%9D%E5%8D%9A%E5%93%81,あ,い,石川博品
https://ja.wikipedia.org/wiki/%E7%9F%B3%E9%BB%92%E8%80%80,あ,い,石黒耀
https://ja.wikipedia.org/wiki/%E7%9F%B3%E5%9D%82%E6%B4%8B%E6%AC%A1%E9%83%8E,あ,い,石坂洋次郎
https://ja.wikipedia.org/wiki/%E7%9F%B3%E5%B4%8E%E5%B9%B8%E4%BA%8C,あ,い,石崎幸二
https://ja.wikipedia.org/wiki/%E7%9F%B3%E5%B4%8E%E6%B4%8B%E5%8F%B8,あ,い,石崎洋司
https://ja.wikipedia.org/wiki/%E7%9F%B3%E6%B2%A2%E8%8B%B1%E5%A4%AA%E9%83%8E,あ,い,石沢英太郎
https://ja.wikipedia.org/wiki/%E7%9F%B3%E7%94%B0%E8%A1%A3%E8%89%AF,あ,い,石田衣良
https://ja.wikipedia.org/wiki/%E7%9F%B3%E9%A3%9B%E5%8D%93%E7%BE%8E,あ,い,石飛卓美
https://ja.wikipedia.org/wiki/%E7%9F%B3%E9%87%8E%E6%99%B6,あ,い,石野晶
https://ja.wikipedia.org/wiki/%E7%9F%B3%E9%87%8E%E5%BE%84%E4%B8%80%E9%83%8E,あ,い,石野径一郎
https://ja.wikipedia.org/wiki/%E7%9F%B3%E6%A9%8B%E6%80%9D%E6%A1%88,あ,い,石橋思案
https://ja.wikipedia.org/wiki/%E7%9F%B3%E5%8E%9F%E6%85%8E%E5%A4%AA%E9%83%8E,あ,い,石原慎太郎
,あ,い,伊島りすと
https://ja.wikipedia.org/wiki/%E7%9F%B3%E7%89%9F%E7%A4%BC%E9%81%93%E5%AD%90,あ,い,石牟礼道子
https://ja.wikipedia.org/wiki/%E7%9F%B3%E6%8C%81%E6%B5%85%E6%B5%B7,あ,い,石持浅海
https://ja.wikipedia.org/wiki/%E4%BC%8A%E9%9B%86%E9%99%A2%E9%9D%99,あ,い,伊集院静
https://ja.wikipedia.org/wiki/%E6%B3%89%E9%8F%A1%E8%8A%B1,あ,い,泉鏡花
https://ja.wikipedia.org/wiki/%E7%A3%AF%E5%B4%8E%E6%86%B2%E4%B8%80%E9%83%8E,あ,い,磯崎憲一郎
https://ja.wikipedia.org/wiki/%E5%B8%82%E5%B7%9D%E6%8B%93%E5%8F%B8,あ,い,市川拓司
https://ja.wikipedia.org/wiki/%E4%B8%80%E7%94%B0%E5%92%8C%E6%A8%B9,あ,い,一田和樹
https://ja.wikipedia.org/wiki/%E4%B8%80%E8%B7%AF%E6%99%83%E5%8F%B8,あ,い,一路晃司
https://ja.wikipedia.org/wiki/%E4%BA%94%E6%9C%A8%E5%AF%9B%E4%B9%8B,あ,い,五木寛之
https://ja.wikipedia.org/wiki/%E4%BA%95%E5%87%BA%E5%AD%AB%E5%85%AD,あ,い,井出孫六
https://ja.wikipedia.org/wiki/%E4%BC%8A%E8%97%A4%E6%A1%82%E4%B8%80,あ,い,伊藤桂一
https://ja.wikipedia.org/wiki/%E4%BC%8A%E8%97%A4%E8%A8%88%E5%8A%83,あ,い,伊藤計劃
https://ja.wikipedia.org/wiki/%E4%BC%8A%E8%97%A4%E5%B7%A6%E5%8D%83%E5%A4%AB,あ,い,伊藤左千夫
https://ja.wikipedia.org/wiki/%E4%BC%8A%E6%9D%B1%E6%BD%A4,あ,い,伊東潤
https://ja.wikipedia.org/wiki/%E4%BC%8A%E8%97%A4%E6%95%B4,あ,い,伊藤整
https://ja.wikipedia.org/wiki/%E3%81%84%E3%81%A8%E3%81%86%E3%81%9B%E3%81%84%E3%81%93%E3%81%86,あ,い,いとうせいこう
https://ja.wikipedia.org/wiki/%E4%BC%8A%E8%97%A4%E3%81%9F%E3%81%8B%E3%81%BF,あ,い,伊藤たかみ
https://ja.wikipedia.org/wiki/%E4%BC%8A%E8%97%A4%E3%83%92%E3%83%AD,あ,い,伊藤ヒロ
https://ja.wikipedia.org/wiki/%E7%B5%B2%E5%B1%B1%E7%A7%8B%E5%AD%90,あ,い,絲山秋子
https://ja.wikipedia.org/wiki/%E7%A8%B2%E5%9E%A3%E8%B6%B3%E7%A9%82,あ,い,稲垣足穂
https://ja.wikipedia.org/wiki/%E7%A8%B2%E8%91%89%E7%9C%9F%E5%BC%93,あ,い,稲葉真弓
https://ja.wikipedia.org/wiki/%E7%A8%B2%E8%91%89%E7%A8%94_(%E4%BD%9C%E5%AE%B6),あ,い,稲葉稔
https://ja.wikipedia.org/wiki/%E7%A8%B2%E8%A6%8B%E4%B8%80%E8%89%AF,あ,い,稲見一良
https://ja.wikipedia.org/wiki/%E4%B9%BE%E3%81%8F%E3%82%8B%E3%81%BF,あ,い,乾くるみ
https://ja.wikipedia.org/wiki/%E4%B9%BE%E3%83%AB%E3%82%AB,あ,い,乾ルカ
https://ja.wikipedia.org/wiki/%E4%B9%BE%E7%B7%91%E9%83%8E,あ,い,乾緑郎
https://ja.wikipedia.org/wiki/%E7%8A%AC%E6%9D%91%E5%B0%8F%E5%85%AD,あ,い,犬村小六
https://ja.wikipedia.org/wiki/%E4%BC%8A%E9%87%8E%E9%9A%86%E4%B9%8B,あ,い,伊野隆之
https://ja.wikipedia.org/wiki/%E4%BA%95%E4%B8%8A%E8%8D%92%E9%87%8E,あ,い,井上荒野
https://ja.wikipedia.org/wiki/%E4%BA%95%E4%B8%8A%E5%A0%85%E4%BA%8C,あ,い,井上堅二
https://ja.wikipedia.org/wiki/%E4%BA%95%E4%B8%8A%E5%89%9B_(SF%E4%BD%9C%E5%AE%B6),あ,い,井上剛
https://ja.wikipedia.org/wiki/%E4%BA%95%E4%B8%8A%E5%B0%9A%E7%99%BB,あ,い,井上尚登
https://ja.wikipedia.org/wiki/%E4%BA%95%E4%B8%8A%E3%81%B2%E3%81%95%E3%81%97,あ,い,井上ひさし
https://ja.wikipedia.org/wiki/%E4%BA%95%E4%B8%8A%E9%9B%85%E5%BD%A6,あ,い,井上雅彦
https://ja.wikipedia.org/wiki/%E4%BA%95%E4%B8%8A%E5%85%89%E6%99%B4,あ,い,井上光晴
https://ja.wikipedia.org/wiki/%E4%BA%95%E4%B8%8A%E9%9D%96,あ,い,井上靖
https://ja.wikipedia.org/wiki/%E4%BA%95%E4%B8%8A%E7%A5%90%E7%BE%8E%E5%AD%90,あ,い,井上祐美子
https://ja.wikipedia.org/wiki/%E4%BA%95%E4%B8%8A%E5%A4%A2%E4%BA%BA,あ,い,井上夢人
https://ja.wikipedia.org/wiki/%E4%BA%95%E4%BC%8F%E9%B1%92%E4%BA%8C,あ,い,井伏鱒二
https://ja.wikipedia.org/wiki/%E4%BB%8A%E6%B1%9F%E7%A5%A5%E6%99%BA,あ,い,今江祥智
https://ja.wikipedia.org/wiki/%E4%BB%8A%E9%82%91%E5%BD%A9,あ,い,今邑彩
https://ja.wikipedia.org/wiki/%E4%BA%95%E6%9D%91%E6%81%AD%E4%B8%80,あ,い,井村恭一
https://ja.wikipedia.org/wiki/%E8%89%B2%E5%B7%9D%E6%AD%A6%E5%A4%A7,あ,い,色川武大
https://ja.wikipedia.org/wiki/%E5%B2%A9%E4%BA%95%E5%BF%97%E9%BA%BB%E5%AD%90,あ,い,岩井志麻子
https://ja.wikipedia.org/wiki/%E5%B2%A9%E4%BA%95%E6%81%AD%E5%B9%B3,あ,い,岩井恭平
https://ja.wikipedia.org/wiki/%E5%B2%A9%E4%BA%95%E4%B8%89%E5%9B%9B%E4%BA%8C,あ,い,岩井三四二
https://ja.wikipedia.org/wiki/%E5%B2%A9%E4%B8%8A%E6%99%BA%E4%B8%80%E9%83%8E,あ,い,岩上智一郎
https://ja.wikipedia.org/wiki/%E5%B2%A9%E5%9F%8E%E8%A3%95%E6%98%8E,あ,い,岩城裕明
https://ja.wikipedia.org/wiki/%E5%B2%A9%E4%BD%90%E3%81%BE%E3%82%82%E3%82%8B,あ,い,岩佐まもる
https://ja.wikipedia.org/wiki/%E5%B2%A9%E9%98%AA%E6%81%B5%E5%AD%90,あ,い,岩阪恵子
https://ja.wikipedia.org/wiki/%E5%B2%A9%E4%B8%8B%E4%BF%8A%E4%BD%9C,あ,い,岩下俊作
https://ja.wikipedia.org/wiki/%E5%B2%A9%E9%87%8E%E6%B3%A1%E9%B3%B4,あ,い,岩野泡鳴
https://ja.wikipedia.org/wiki/%E5%B2%A9%E6%A9%8B%E9%82%A6%E6%9E%9D,あ,い,岩橋邦枝
https://ja.wikipedia.org/wiki/%E5%B2%A9%E6%9C%AC%E9%9A%86%E9%9B%84,あ,い,岩本隆雄
https://ja.wikipedia.org/wiki/%E3%81%86%E3%81%88%E3%81%8A%E4%B9%85%E5%85%89,あ,う,うえお久光
https://ja.wikipedia.org/wiki/%E5%AE%87%E6%B1%9F%E4%BD%90%E7%9C%9F%E7%90%86,あ,う,宇江佐真理
https://ja.wikipedia.org/wiki/%E4%B8%8A%E6%9D%89%E9%82%A3%E9%83%8E,あ,う,上杉那郎
https://ja.wikipedia.org/wiki/%E4%B8%8A%E7%94%B0%E6%97%A9%E5%A4%95%E9%87%8C,あ,う,上田早夕里
https://ja.wikipedia.org/wiki/%E4%B8%8A%E7%94%B0%E5%B2%B3%E5%BC%98,あ,う,上田岳弘
https://ja.wikipedia.org/wiki/%E4%B8%8A%E7%94%B0%E7%A7%80%E4%BA%BA,あ,う,上田秀人
https://ja.wikipedia.org/wiki/%E4%B8%8A%E9%87%8E%E6%AD%A9,あ,う,上野歩
https://ja.wikipedia.org/wiki/%E4%B8%8A%E9%87%8E%E5%93%B2%E4%B9%9F_(%E5%B0%8F%E8%AA%AC%E5%AE%B6),あ,う,上野哲也
https://ja.wikipedia.org/wiki/%E4%B8%8A%E6%A9%8B%E8%8F%9C%E7%A9%82%E5%AD%90,あ,う,上橋菜穂子
https://ja.wikipedia.org/wiki/%E6%A4%8D%E6%9D%BE%E4%B8%89%E5%8D%81%E9%87%8C,あ,う,植松三十里
https://ja.wikipedia.org/wiki/%E9%AD%9A%E4%BD%8F%E9%99%BD%E5%AD%90,あ,う,魚住陽子
https://ja.wikipedia.org/wiki/%E5%AE%87%E4%BD%90%E7%BE%8E%E3%81%BE%E3%81%93%E3%81%A8,あ,う,宇佐美まこと
https://ja.wikipedia.org/wiki/%E7%89%9B%E5%B3%B6%E4%BF%A1,あ,う,牛島信
https://ja.wikipedia.org/wiki/%E8%96%84%E4%BA%95%E3%82%86%E3%81%86%E3%81%98,あ,う,薄井ゆうじ
https://ja.wikipedia.org/wiki/%E8%87%BC%E4%BA%95%E5%90%89%E8%A6%8B,あ,う,臼井吉見
https://ja.wikipedia.org/wiki/%E8%96%84%E7%94%B0%E6%96%AC%E9%9B%B2,あ,う,薄田斬雲
https://ja.wikipedia.org/wiki/%E6%AD%8C%E9%87%8E%E6%99%B6%E5%8D%88,あ,う,歌野晶午
https://ja.wikipedia.org/wiki/%E6%89%93%E6%B5%B7%E6%96%87%E4%B8%89,あ,う,打海文三
https://ja.wikipedia.org/wiki/%E5%86%85%E7%94%B0%E6%98%A5%E8%8F%8A,あ,う,内田春菊
